rank,symbol,company_name,industry,equity_capital,free_float_market_cap,weight,beta,r2,volatility,monthly_return,impact_cost,report_date,source_file
7,CIPLA,,Pharmaceuticals,1554582714.0,16098.0,,0.59,0.24,2.37,9.43,0.11,2008-02-01,nifty50_feb08.csv
8,NTPC,,Power,82454644000.0,166558.0,,1.14,0.53,3.22,3.03,0.11,2008-02-01,nifty50_feb08.csv
9,DRREDDY,,Pharmaceuticals,840678260.0,9814.0,,0.47,0.23,2.36,10.29,0.13,2008-02-01,nifty50_feb08.csv
10,GAIL,,Gas,8456516000.0,35805.0,,0.97,0.37,3.3,3.94,0.12,2008-02-01,nifty50_feb08.csv
11,GLAXO,,Pharmaceuticals,847030170.0,9412.0,,0.44,0.16,2.09,35.85,0.18,2008-02-01,nifty50_feb08.csv
12,GRASIM,,Cement & Cement Products,916742100.0,26415.0,,0.78,0.48,2.57,,0.14,2008-02-01,nifty50_feb08.csv
13,AMBUJACEM,,Cement & Cement Products,3044750844.0,18413.0,,0.4,0.15,1.99,0.17,0.16,2008-02-01,nifty50_feb08.csv
14,HCLTECH,,Computers - Software,1329317744.0,18454.0,,0.81,0.34,4.3,14.9,0.16,2008-02-01,nifty50_feb08.csv
15,HDFC,,Finance - Housing,2834646110.0,79267.0,,0.79,0.36,3.14,,0.1,2008-02-01,nifty50_feb08.csv
16,HDFCBANK,,Banks,3543405200.0,51619.0,,0.93,0.48,2.41,,0.11,2008-02-01,nifty50_feb08.csv
17,HEROHONDA,,Automohiles - 2 and 3 wheelers,399375000.0,15209.0,,0.49,0.18,2.91,9.97,0.12,2008-02-01,nifty50_feb08.csv
18,HINDALCO,,Aluminium,1227184962.0,24863.0,,1.12,0.48,4.26,23.57,0.12,2008-02-01,nifty50_feb08.csv
19,HINDUNILVR,,Diversified,2177729553.0,49543.0,,0.65,0.28,3.29,8.98,0.13,2008-02-01,nifty50_feb08.csv
20,CAIRN,,Oil Exploration,17783994200.0,40654.0,,0.87,0.4,3.02,17.5,0.12,2008-02-01,nifty50_feb08.csv
21,ICICIBANK,,Banks,11099652440.0,120820.0,,1.02,0.52,2.82,,0.1,2008-02-01,nifty50_feb08.csv
22,INFOSYSTCH,,Computers - Software,2859031160.0,88527.0,,0.58,0.27,2.64,3.28,0.08,2008-02-01,nifty50_feb08.csv
23,UNITECH,,Construction,3246750000.0,58425.0,,1.45,0.42,5.98,,0.12,2008-02-01,nifty50_feb08.csv
24,ITC,,Cigarettes,3767279690.0,76382.0,,0.7,0.31,2.65,3.68,0.11,2008-02-01,nifty50_feb08.csv
25,RPL,,Refineries,45000000000.0,79110.0,,1.27,0.44,4.44,10.71,0.11,2008-02-01,nifty50_feb08.csv
26,LT,,Engineering,584342082.0,102881.0,,1.04,0.55,2.85,,0.09,2008-02-01,nifty50_feb08.csv
27,MARUTI,,Automobile - 4 wheelers,1444550300.0,25083.0,,0.78,0.4,2.53,2.12,0.1,2008-02-01,nifty50_feb08.csv
28,M&M,,Automobile - 4 wheelers,2457418130.0,16999.0,,0.87,0.44,3.15,4.05,0.14,2008-02-01,nifty50_feb08.csv
29,IDEA,,Telecommunication - Services,26353605390.0,28976.0,,0.81,0.3,3.19,,0.16,2008-02-01,nifty50_feb08.csv
30,NATIONALUM,,Aluminium,6443096280.0,29906.0,,0.74,0.16,5.15,5.86,0.2,2008-02-01,nifty50_feb08.csv
31,ONGC,,Oil Exploration,21388725300.0,217555.0,,1.12,0.62,2.9,2.79,0.12,2008-02-01,nifty50_feb08.csv
32,STER,,Metals,1416971700.0,59169.0,,1.28,0.52,3.59,11.94,0.13,2008-02-01,nifty50_feb08.csv
33,PNB,,Banks,3153025000.0,19024.0,,1.05,0.49,3.31,,0.12,2008-02-01,nifty50_feb08.csv
34,RANBAXY,,Pharmaceuticals,1865768295.0,16633.0,,0.66,0.32,2.35,28.05,0.11,2008-02-01,nifty50_feb08.csv
35,REL,,Power,2365302620.0,37121.0,,1.55,0.5,5.42,,0.11,2008-02-01,nifty50_feb08.csv
36,RELIANCE,,Refineries,14536486010.0,358099.0,,1.12,0.77,3.04,,0.09,2008-02-01,nifty50_feb08.csv
37,SAIL,,Steel & Steel Products,41304005450.0,105098.0,,1.52,0.66,4.11,18.46,0.12,2008-02-01,nifty50_feb08.csv
38,SATYAMCOMP,,Computers - Software,1340181232.0,29276.0,,0.64,0.23,3.54,11.26,0.1,2008-02-01,nifty50_feb08.csv
39,SBIN,,Banks,6315586540.0,133363.0,,1.0,0.52,2.87,,0.1,2008-02-01,nifty50_feb08.csv
40,SIEMENS,,Electrical Equipment,674320400.0,27548.0,,0.85,0.37,2.6,,0.11,2008-02-01,nifty50_feb08.csv
41,SUNPHARMA,,Pharmaceuticals,1007387365.0,24721.0,,0.42,0.13,2.88,8.32,0.16,2008-02-01,nifty50_feb08.csv
42,SUZLON,,Electrical Equipment,2993868800.0,42124.0,,1.06,0.34,3.59,,0.11,2008-02-01,nifty50_feb08.csv
43,TATAPOWER,,Power,2189003580.0,30644.0,,1.2,0.37,3.72,9.54,0.13,2008-02-01,nifty50_feb08.csv
44,RCOM,,Telecommunication - Services,10320134405.0,118620.0,,1.2,0.66,4.48,,0.1,2008-02-01,nifty50_feb08.csv
45,TATAMOTORS,,Automobile - 4 wheelers,3855039540.0,26999.0,,0.82,0.48,2.0,0.13,0.11,2008-02-01,nifty50_feb08.csv
46,TCS,,Computers - Software,978610498.0,85863.0,,0.69,0.38,2.53,0.42,0.11,2008-02-01,nifty50_feb08.csv
47,TATASTEEL,,Steel & Steel Products,7307674270.0,58589.0,,1.11,0.52,3.13,8.55,0.09,2008-02-01,nifty50_feb08.csv
48,TATACOMM,,Telecommunication - Services,2850000000.0,14596.0,,0.99,0.32,4.64,,0.15,2008-02-01,nifty50_feb08.csv
49,WIPRO,,Computers - Software,2921895058.0,63851.0,,0.67,0.32,2.91,3.38,0.16,2008-02-01,nifty50_feb08.csv
50,ZEEL,,Media & Entertainment,433566765.0,10499.0,,0.82,0.31,2.33,,0.13,2008-02-01,nifty50_feb08.csv
1,ABB,,Electrical Equipment,423816750.0,25004.0,,0.83,0.48,3.41,2.13,0.11,2008-03-01,nifty50_mar08.csv
2,ACC,,Cement & Cement Products,1876348930.0,15501.0,,0.79,0.34,2.92,3.79,0.07,2008-03-01,nifty50_mar08.csv
3,AMBUJACEM,,Cement & Cement Products,3044750844.0,18428.0,,0.37,0.18,1.79,0.08,0.12,2008-03-01,nifty50_mar08.csv
4,BHARTIARTL,,Telecommunication - Services,18979074460.0,156815.0,,0.78,0.37,3.31,0.0,0.09,2008-03-01,nifty50_mar08.csv
5,BHEL,,Electrical Equipment,4895200000.0,100907.0,,1.1,0.58,4.11,,0.09,2008-03-01,nifty50_mar08.csv
6,BPCL,,Refineries,3615421240.0,14771.0,,0.71,0.2,3.85,,0.11,2008-03-01,nifty50_mar08.csv
7,CAIRN,,Oil Exploration,17791916600.0,39872.0,,0.95,0.41,5.58,,0.11,2008-03-01,nifty50_mar08.csv
8,CIPLA,,Pharmaceuticals,1554582714.0,17100.0,,0.53,0.21,2.63,6.23,0.09,2008-03-01,nifty50_mar08.csv
9,DLF,,Construction,3409665360.0,110090.0,,1.29,0.55,7.16,,0.09,2008-03-01,nifty50_mar08.csv
10,DRREDDY,,Pharmaceuticals,840863730.0,9943.0,,0.44,0.23,2.25,1.29,0.11,2008-03-01,nifty50_mar08.csv
11,GAIL,,Gas,8456516000.0,35978.0,,0.94,0.38,3.13,0.48,0.09,2008-03-01,nifty50_mar08.csv
12,GRASIM,,Cement & Cement Products,916742100.0,23609.0,,0.8,0.53,2.86,,0.1,2008-03-01,nifty50_mar08.csv
13,HCLTECH,,Computers - Software,1330287536.0,16845.0,,0.87,0.37,4.62,,0.13,2008-03-01,nifty50_mar08.csv
14,HDFC,,Finance - Housing,2838943880.0,67560.0,,0.9,0.4,5.31,,0.08,2008-03-01,nifty50_mar08.csv
15,HDFCBANK,,Banks,3544329200.0,47184.0,,0.93,0.5,3.74,,0.09,2008-03-01,nifty50_mar08.csv
16,HEROHONDA,,Automohiles - 2 and 3 wheelers,399375000.0,13869.0,,0.45,0.18,2.33,,0.12,2008-03-01,nifty50_mar08.csv
17,HINDALCO,,Aluminium,1227184962.0,20261.0,,1.19,0.5,5.29,,0.11,2008-03-01,nifty50_mar08.csv
18,HINDUNILVR,,Diversified,2177983566.0,49832.0,,0.58,0.25,2.85,0.57,0.09,2008-03-01,nifty50_mar08.csv
19,ICICIBANK,,Banks,11114088570.0,85512.0,,1.1,0.55,5.35,,0.09,2008-03-01,nifty50_mar08.csv
20,IDEA,,Telecommunication - Services,26353605390.0,27052.0,,0.8,0.34,3.41,,0.14,2008-03-01,nifty50_mar08.csv
21,INFOSYSTCH,,Computers - Software,2859978790.0,82362.0,,0.62,0.3,4.01,,0.08,2008-03-01,nifty50_mar08.csv
22,ITC,,Cigarettes,3767279690.0,77700.0,,0.67,0.32,2.79,1.73,0.08,2008-03-01,nifty50_mar08.csv
23,LT,,Engineering,584342082.0,88702.0,,1.04,0.52,4.75,,0.08,2008-03-01,nifty50_mar08.csv
24,M&M,,Automobile - 4 wheelers,2457418130.0,17129.0,,0.76,0.4,1.83,0.77,0.11,2008-03-01,nifty50_mar08.csv
25,MARUTI,,Automobile - 4 wheelers,1444550300.0,23893.0,,0.68,0.34,2.33,,0.08,2008-03-01,nifty50_mar08.csv
26,NATIONALUM,,Aluminium,6443096280.0,29110.0,,0.76,0.18,3.72,,0.15,2008-03-01,nifty50_mar08.csv
27,NTPC,,Power,82454644000.0,162106.0,,1.17,0.58,3.4,,0.09,2008-03-01,nifty50_mar08.csv
28,ONGC,,Oil Exploration,21388725300.0,209727.0,,1.1,0.64,3.27,,0.1,2008-03-01,nifty50_mar08.csv
29,PNB,,Banks,3153025000.0,16088.0,,1.03,0.49,3.72,,0.09,2008-03-01,nifty50_mar08.csv
30,POWERGRID,,Power,42088412300.0,41373.0,,1.19,0.52,4.83,,0.09,2008-03-01,nifty50_mar08.csv
31,RANBAXY,,Pharmaceuticals,1865768295.0,16361.0,,0.6,0.31,2.45,,0.08,2008-03-01,nifty50_mar08.csv
32,RCOM,,Telecommunication - Services,10320134405.0,105214.0,,1.18,0.66,4.05,,0.08,2008-03-01,nifty50_mar08.csv
33,REL,,Power,2365302620.0,29586.0,,1.67,0.55,6.41,,0.09,2008-03-01,nifty50_mar08.csv
34,RELIANCE,,Refineries,14536486010.0,329368.0,,1.12,0.77,3.5,,0.08,2008-03-01,nifty50_mar08.csv
35,RPL,,Refineries,45000000000.0,70290.0,,1.32,0.48,4.28,,0.08,2008-03-01,nifty50_mar08.csv
36,SAIL,,Steel & Steel Products,41304005450.0,76536.0,,1.47,0.66,4.9,,0.1,2008-03-01,nifty50_mar08.csv
37,SATYAMCOMP,,Computers - Software,1340772270.0,26571.0,,0.64,0.24,3.93,,0.08,2008-03-01,nifty50_mar08.csv
38,SBIN,,Banks,6315586540.0,101065.0,,0.99,0.52,3.65,,0.08,2008-03-01,nifty50_mar08.csv
39,SIEMENS,,Electrical Equipment,674320400.0,20783.0,,0.87,0.38,4.13,,0.11,2008-03-01,nifty50_mar08.csv
40,STER,,Metals,1416971700.0,50621.0,,1.28,0.55,4.23,,0.12,2008-03-01,nifty50_mar08.csv
41,SUNPHARMA,,Pharmaceuticals,1035581955.0,25462.0,,0.38,0.11,2.87,0.19,0.12,2008-03-01,nifty50_mar08.csv
42,SUZLON,,Electrical Equipment,2993868800.0,39489.0,,1.09,0.34,5.8,,0.11,2008-03-01,nifty50_mar08.csv
43,TATACOMM,,Telecommunication - Services,2850000000.0,14619.0,,0.98,0.34,4.26,0.16,0.12,2008-03-01,nifty50_mar08.csv
44,TATAMOTORS,,Automobile - 4 wheelers,3855039540.0,24005.0,,0.77,0.46,2.8,,0.09,2008-03-01,nifty50_mar08.csv
45,TATAPOWER,,Power,2200383600.0,25777.0,,1.2,0.38,4.21,,0.12,2008-03-01,nifty50_mar08.csv
46,TATASTEEL,,Steel & Steel Products,7307674270.0,50741.0,,1.15,0.52,5.27,,0.08,2008-03-01,nifty50_mar08.csv
47,TCS,,Computers - Software,978610498.0,79311.0,,0.68,0.4,3.3,,0.1,2008-03-01,nifty50_mar08.csv
48,UNITECH,,Construction,3246750000.0,44838.0,,1.55,0.49,5.79,,0.11,2008-03-01,nifty50_mar08.csv
49,WIPRO,,Computers - Software,2922669958.0,63144.0,,0.69,0.35,4.39,,0.13,2008-03-01,nifty50_mar08.csv
50,ZEEL,,Media & Entertainment,433566765.0,10668.0,,0.78,0.3,3.06,1.61,0.12,2008-03-01,nifty50_mar08.csv
1,ABB,,Electrical Equipment,423816750.0,24179.0,,0.83,0.45,2.28,,0.09,2008-04-01,nifty50_apr08.csv
2,ACC,,Cement & Cement Products,1876394930.0,14235.0,,0.76,0.31,1.88,,0.08,2008-04-01,nifty50_apr08.csv
3,AMBUJACEM,,Cement & Cement Products,3044750844.0,17309.0,,0.34,0.14,1.51,,0.1,2008-04-01,nifty50_apr08.csv
4,BHARTIARTL,,Telecommunication - Services,18979273960.0,170481.0,,0.79,0.35,3.08,8.71,0.08,2008-04-01,nifty50_apr08.csv
5,BHEL,,Electrical Equipment,4895200000.0,93114.0,,1.09,0.52,3.16,,0.07,2008-04-01,nifty50_apr08.csv
6,BPCL,,Refineries,3615421240.0,14802.0,,0.71,0.2,1.94,0.21,0.09,2008-04-01,nifty50_apr08.csv
7,CAIRN,,Oil Exploration,17791916600.0,44151.0,,0.95,0.4,2.66,10.73,0.09,2008-04-01,nifty50_apr08.csv
8,CIPLA,,Pharmaceuticals,1554582714.0,16556.0,,0.5,0.21,1.83,,0.09,2008-04-01,nifty50_apr08.csv
9,DLF,,Construction,3409665360.0,120216.0,,1.29,0.53,2.73,9.2,0.07,2008-04-01,nifty50_apr08.csv
10,DRREDDY,,Pharmaceuticals,840863730.0,10477.0,,0.46,0.24,1.77,5.37,0.1,2008-04-01,nifty50_apr08.csv
11,GAIL,,Gas,8456516000.0,37217.0,,0.95,0.4,1.67,3.44,0.09,2008-04-01,nifty50_apr08.csv
12,GRASIM,,Cement & Cement Products,916742280.0,22046.0,,0.78,0.49,2.03,,0.09,2008-04-01,nifty50_apr08.csv
13,HCLTECH,,Computers - Software,1330287536.0,19186.0,,0.87,0.35,3.34,13.9,0.1,2008-04-01,nifty50_apr08.csv
14,HDFC,,Finance - Housing,2840380550.0,79531.0,,0.9,0.38,3.08,17.66,0.07,2008-04-01,nifty50_apr08.csv
15,HDFCBANK,,Banks,3544329200.0,54021.0,,0.94,0.48,3.03,14.49,0.09,2008-04-01,nifty50_apr08.csv
16,HEROHONDA,,Automohiles - 2 and 3 wheelers,399375000.0,17005.0,,0.43,0.15,2.1,22.61,0.09,2008-04-01,nifty50_apr08.csv
17,HINDALCO,,Aluminium,1227184962.0,23789.0,,1.23,0.5,2.52,17.41,0.09,2008-04-01,nifty50_apr08.csv
18,HINDUNILVR,,Diversified,2177983566.0,54504.0,,0.57,0.24,2.38,9.38,0.09,2008-04-01,nifty50_apr08.csv
19,ICICIBANK,,Banks,11116113590.0,97777.0,,1.12,0.55,2.77,14.32,0.08,2008-04-01,nifty50_apr08.csv
20,IDEA,,Telecommunication - Services,26353605390.0,27816.0,,0.77,0.3,2.88,2.83,0.11,2008-04-01,nifty50_apr08.csv
21,INFOSYSTCH,,Computers - Software,2859978790.0,100277.0,,0.63,0.27,2.99,21.75,0.07,2008-04-01,nifty50_apr08.csv
22,ITC,,Cigarettes,3768610050.0,82872.0,,0.67,0.31,1.97,6.62,0.07,2008-04-01,nifty50_apr08.csv
23,LT,,Engineering,584654780.0,87793.0,,1.04,0.5,2.39,,0.07,2008-04-01,nifty50_apr08.csv
24,M&M,,Automobile - 4 wheelers,2457418130.0,16470.0,,0.73,0.35,2.27,,0.09,2008-04-01,nifty50_apr08.csv
25,MARUTI,,Automobile - 4 wheelers,1444550300.0,21440.0,,0.64,0.31,1.57,,0.07,2008-04-01,nifty50_apr08.csv
26,NATIONALUM,,Aluminium,6443096280.0,28936.0,,0.8,0.18,2.9,,0.12,2008-04-01,nifty50_apr08.csv
27,NTPC,,Power,82454644000.0,162230.0,,1.21,0.61,1.52,0.08,0.08,2008-04-01,nifty50_apr08.csv
28,ONGC,,Oil Exploration,21388725300.0,220956.0,,1.08,0.62,1.24,5.35,0.09,2008-04-01,nifty50_apr08.csv
29,PNB,,Banks,3153025000.0,17354.0,,1.0,0.48,1.74,7.87,0.08,2008-04-01,nifty50_apr08.csv
30,POWERGRID,,Power,42088412300.0,44424.0,,1.16,0.5,1.69,7.38,0.09,2008-04-01,nifty50_apr08.csv
31,RANBAXY,,Pharmaceuticals,1866189350.0,17906.0,,0.63,0.3,3.02,9.42,0.08,2008-04-01,nifty50_apr08.csv
32,RCOM,,Telecommunication - Services,10320134405.0,119270.0,,1.18,0.62,3.04,13.36,0.08,2008-04-01,nifty50_apr08.csv
33,REL,,Power,2365302620.0,33837.0,,1.7,0.55,2.93,14.37,0.08,2008-04-01,nifty50_apr08.csv
34,RELIANCE,,Refineries,14536486010.0,380056.0,,1.13,0.77,1.89,15.39,0.06,2008-04-01,nifty50_apr08.csv
35,RPL,,Refineries,45000000000.0,90585.0,,1.36,0.49,2.14,28.87,0.07,2008-04-01,nifty50_apr08.csv
36,SAIL,,Steel & Steel Products,41304005450.0,76392.0,,1.47,0.62,3.21,,0.08,2008-04-01,nifty50_apr08.csv
37,SATYAMCOMP,,Computers - Software,1341602108.0,32376.0,,0.64,0.24,2.98,21.77,0.08,2008-04-01,nifty50_apr08.csv
38,SBIN,,Banks,6314703760.0,112064.0,,0.98,0.52,2.09,10.9,0.07,2008-04-01,nifty50_apr08.csv
39,SIEMENS,,Electrical Equipment,674320400.0,19281.0,,0.87,0.37,2.92,,0.09,2008-04-01,nifty50_apr08.csv
40,STER,,Metals,1416971700.0,61128.0,,1.26,0.53,2.29,20.76,0.09,2008-04-01,nifty50_apr08.csv
41,SUNPHARMA,,Pharmaceuticals,1035581955.0,29986.0,,0.39,0.12,2.04,17.77,0.1,2008-04-01,nifty50_apr08.csv
42,SUZLON,,Electrical Equipment,2993868800.0,42992.0,,1.07,0.32,3.03,8.87,0.07,2008-04-01,nifty50_apr08.csv
43,TATACOMM,,Telecommunication - Services,2850000000.0,14209.0,,1.02,0.34,3.19,,0.1,2008-04-01,nifty50_apr08.csv
44,TATAMOTORS,,Automobile - 4 wheelers,3855039540.0,25617.0,,0.72,0.42,1.56,6.71,0.08,2008-04-01,nifty50_apr08.csv
45,TATAPOWER,,Power,2207001620.0,30809.0,,1.23,0.38,2.53,19.16,0.09,2008-04-01,nifty50_apr08.csv
46,TATASTEEL,,Steel & Steel Products,7307674270.0,59795.0,,1.13,0.5,2.96,17.84,0.07,2008-04-01,nifty50_apr08.csv
47,TCS,,Computers - Software,978610498.0,90130.0,,0.7,0.35,3.59,13.64,0.08,2008-04-01,nifty50_apr08.csv
48,UNITECH,,Construction,3246750000.0,50292.0,,1.54,0.5,2.83,12.17,0.08,2008-04-01,nifty50_apr08.csv
49,WIPRO,,Computers - Software,2923046360.0,71432.0,,0.7,0.31,3.48,13.11,0.1,2008-04-01,nifty50_apr08.csv
50,ZEEL,,Media & Entertainment,433566765.0,9267.0,,0.73,0.29,2.0,,0.08,2008-04-01,nifty50_apr08.csv
1,ABB,,Electrical Equipment,423816750.0,21691.0,,0.83,0.45,1.44,,0.09,2008-05-01,nifty50_may08.csv
2,ACC,,Cement & Cement Products,1876394930.0,12409.0,,0.77,0.32,1.69,,0.06,2008-05-01,nifty50_may08.csv
3,AMBUJACEM,,Cement & Cement Products,3044972970.0,14479.0,,0.37,0.15,2.75,,0.09,2008-05-01,nifty50_may08.csv
4,BHARTIARTL,,Telecommunication - Services,18979273960.0,166249.0,,0.77,0.34,2.37,,0.06,2008-05-01,nifty50_may08.csv
5,BHEL,,Electrical Equipment,4895200000.0,81410.0,,1.09,0.52,2.34,,0.06,2008-05-01,nifty50_may08.csv
6,BPCL,,Refineries,3615421240.0,12903.0,,0.7,0.19,2.64,,0.1,2008-05-01,nifty50_may08.csv
7,CAIRN,,Oil Exploration,18944297380.0,54266.0,,0.95,0.35,4.41,15.43,0.08,2008-05-01,nifty50_may08.csv
8,CIPLA,,Pharmaceuticals,1554582714.0,16486.0,,0.49,0.21,1.68,,0.08,2008-05-01,nifty50_may08.csv
9,DLF,,Construction,3409665360.0,100048.0,,1.29,0.55,1.93,,0.07,2008-05-01,nifty50_may08.csv
10,DRREDDY,,Pharmaceuticals,840918060.0,12011.0,,0.46,0.21,2.92,14.63,0.08,2008-05-01,nifty50_may08.csv
11,GAIL,,Gas,8456516000.0,33860.0,,0.96,0.41,1.79,,0.08,2008-05-01,nifty50_may08.csv
12,GRASIM,,Cement & Cement Products,916742280.0,20368.0,,0.77,0.49,1.44,,0.06,2008-05-01,nifty50_may08.csv
13,HCLTECH,,Computers - Software,1330682840.0,20932.0,,0.85,0.35,2.01,9.07,0.1,2008-05-01,nifty50_may08.csv
14,HDFC,,Finance - Housing,2841509430.0,73108.0,,0.91,0.4,2.52,,0.07,2008-05-01,nifty50_may08.csv
15,HDFCBANK,,Banks,3545084200.0,48522.0,,0.94,0.49,1.96,,0.07,2008-05-01,nifty50_may08.csv
16,HEROHONDA,,Automohiles - 2 and 3 wheelers,399375000.0,14900.0,,0.42,0.15,1.59,,0.08,2008-05-01,nifty50_may08.csv
17,HINDALCO,,Aluminium,1227185338.0,23599.0,,1.25,0.5,3.28,,0.08,2008-05-01,nifty50_may08.csv
18,HINDUNILVR,,Diversified,2178192346.0,51645.0,,0.56,0.24,1.37,,0.07,2008-05-01,nifty50_may08.csv
19,ICICIBANK,,Banks,11120866690.0,87699.0,,1.14,0.55,2.58,,0.06,2008-05-01,nifty50_may08.csv
20,IDEA,,Telecommunication - Services,26353605390.0,28699.0,,0.78,0.3,2.1,3.17,0.07,2008-05-01,nifty50_may08.csv
21,INFOSYSTCH,,Computers - Software,2860803295.0,112304.0,,0.63,0.27,2.18,11.96,0.06,2008-05-01,nifty50_may08.csv
22,ITC,,Cigarettes,3768610050.0,82061.0,,0.68,0.31,2.6,,0.07,2008-05-01,nifty50_may08.csv
23,LT,,Engineering,584654780.0,87191.0,,1.05,0.5,2.83,,0.06,2008-05-01,nifty50_may08.csv
24,M&M,,Automobile - 4 wheelers,2457418130.0,14502.0,,0.73,0.35,2.01,,0.08,2008-05-01,nifty50_may08.csv
25,MARUTI,,Automobile - 4 wheelers,1444550300.0,22045.0,,0.65,0.31,2.19,2.82,0.07,2008-05-01,nifty50_may08.csv
26,NATIONALUM,,Aluminium,6443096280.0,34712.0,,0.81,0.19,2.52,19.96,0.12,2008-05-01,nifty50_may08.csv
27,NTPC,,Power,82454644000.0,142111.0,,1.21,0.62,1.24,,0.06,2008-05-01,nifty50_may08.csv
28,ONGC,,Oil Exploration,21388725300.0,185055.0,,1.06,0.59,1.73,,0.07,2008-05-01,nifty50_may08.csv
29,PNB,,Banks,3153025000.0,15357.0,,1.03,0.49,3.22,,0.07,2008-05-01,nifty50_may08.csv
30,POWERGRID,,Power,42088412300.0,41499.0,,1.14,0.49,1.54,,0.08,2008-05-01,nifty50_may08.csv
31,RANBAXY,,Pharmaceuticals,1866189350.0,19718.0,,0.62,0.29,2.0,10.12,0.06,2008-05-01,nifty50_may08.csv
32,RCOM,,Telecommunication - Services,10320134405.0,119084.0,,1.17,0.62,2.51,,0.06,2008-05-01,nifty50_may08.csv
33,RELINFRA,,Power,2344917110.0,28848.0,,1.72,0.55,3.08,,0.07,2008-05-01,nifty50_may08.csv
34,RELIANCE,,Refineries,14536486010.0,349384.0,,1.13,0.77,2.13,,0.05,2008-05-01,nifty50_may08.csv
35,RPL,,Refineries,45000000000.0,78615.0,,1.37,0.5,2.6,,0.07,2008-05-01,nifty50_may08.csv
36,SAIL,,Steel & Steel Products,41304005450.0,66912.0,,1.48,0.62,2.49,,0.07,2008-05-01,nifty50_may08.csv
37,SATYAMCOMP,,Computers - Software,1342744882.0,35146.0,,0.62,0.22,2.03,8.46,0.06,2008-05-01,nifty50_may08.csv
38,SBIN,,Banks,6348802220.0,91740.0,,0.98,0.53,2.1,,0.06,2008-05-01,nifty50_may08.csv
39,SIEMENS,,Electrical Equipment,674320400.0,18867.0,,0.87,0.37,1.37,,0.08,2008-05-01,nifty50_may08.csv
40,STER,,Metals,1416971700.0,66350.0,,1.25,0.5,3.07,8.54,0.08,2008-05-01,nifty50_may08.csv
41,SUNPHARMA,,Pharmaceuticals,1035581955.0,29052.0,,0.39,0.12,2.45,,0.09,2008-05-01,nifty50_may08.csv
42,SUZLON,,Electrical Equipment,2993898800.0,41525.0,,1.06,0.35,3.01,,0.08,2008-05-01,nifty50_may08.csv
43,TATACOMM,,Telecommunication - Services,2850000000.0,14512.0,,1.02,0.34,1.93,2.14,0.1,2008-05-01,nifty50_may08.csv
44,TATAMOTORS,,Automobile - 4 wheelers,3855039540.0,22193.0,,0.74,0.42,2.6,,0.07,2008-05-01,nifty50_may08.csv
45,TATAPOWER,,Power,2207016300.0,29904.0,,1.23,0.38,2.39,,0.08,2008-05-01,nifty50_may08.csv
46,TATASTEEL,,Steel & Steel Products,7307674270.0,65974.0,,1.11,0.5,1.93,10.33,0.06,2008-05-01,nifty50_may08.csv
47,TCS,,Computers - Software,978610498.0,101692.0,,0.72,0.34,2.83,12.83,0.07,2008-05-01,nifty50_may08.csv
48,UNITECH,,Construction,3246750000.0,37776.0,,1.55,0.53,2.88,,0.08,2008-05-01,nifty50_may08.csv
49,WIPRO,,Computers - Software,2923368698.0,74436.0,,0.7,0.31,1.72,4.19,0.09,2008-05-01,nifty50_may08.csv
50,ZEEL,,Media & Entertainment,433952783.0,9907.0,,0.71,0.29,2.06,6.81,0.07,2008-05-01,nifty50_may08.csv
1,ABB,,Electrical Equipment,423816750.0,17029.0,,0.83,0.48,2.39,,0.1,2008-06-01,nifty50_jun08.csv
2,ACC,,Cement & Cement Products,1876423430.0,9861.0,,0.77,0.35,2.88,,0.08,2008-06-01,nifty50_jun08.csv
3,AMBUJACEM,,Cement & Cement Products,3045045846.0,11564.0,,0.44,0.19,3.98,,0.13,2008-06-01,nifty50_jun08.csv
4,BHARTIARTL,,Telecommunication - Services,18980208040.0,136895.0,,0.79,0.35,2.53,,0.09,2008-06-01,nifty50_jun08.csv
5,BHEL,,Electrical Equipment,4895200000.0,67527.0,,1.07,0.5,3.13,,0.08,2008-06-01,nifty50_jun08.csv
6,BPCL,,Refineries,3615421240.0,8091.0,,0.74,0.21,3.85,,0.12,2008-06-01,nifty50_jun08.csv
7,CAIRN,,Oil Exploration,18944297380.0,52040.0,,0.9,0.31,3.56,,0.09,2008-06-01,nifty50_jun08.csv
8,CIPLA,,Pharmaceuticals,1554582714.0,16405.0,,0.49,0.22,2.06,,0.1,2008-06-01,nifty50_jun08.csv
9,DLF,,Construction,3409665360.0,67580.0,,1.31,0.55,3.71,,0.09,2008-06-01,nifty50_jun08.csv
10,DRREDDY,,Pharmaceuticals,840932410.0,11265.0,,0.45,0.2,2.26,,0.08,2008-06-01,nifty50_jun08.csv
11,GAIL,,Gas,8456516000.0,28173.0,,0.98,0.45,3.16,,0.11,2008-06-01,nifty50_jun08.csv
12,GRASIM,,Cement & Cement Products,916742280.0,16960.0,,0.74,0.49,1.89,,0.09,2008-06-01,nifty50_jun08.csv
13,HCLTECH,,Computers - Software,1332024680.0,16820.0,,0.89,0.36,3.39,,0.13,2008-06-01,nifty50_jun08.csv
14,HDFC,,Finance - Housing,2842102400.0,55843.0,,0.92,0.4,3.54,,0.08,2008-06-01,nifty50_jun08.csv
